Unnamed: 0,Filename,Brand Name,Label
22.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Ariel\000005.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Ariel,Genuine
23.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Bic\000001.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Bic,Genuine
24.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Bic\000002.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Bic,Genuine
25.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Bic\000003.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Bic,Genuine
26.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Bic\000004.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Bic,Genuine
27.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Bic\000005.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Bic,Genuine
28.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\BMW\000001.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\BMW,Genuine
29.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\BMW\000003.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\BMW,Genuine
30.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\BMW\000004.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\BMW,Genuine
31.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\BMW\000005.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\BMW,Genuine
32.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Burger King\000002.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Burger King,Genuine
33.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Burger King\000003.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Burger King,Genuine
34.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Burger King\000004.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Burger King,Genuine
35.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Burger King\000005.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Burger King,Genuine
36.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Cadbury\000001.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Cadbury,Genuine
37.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Cadbury\000002.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Cadbury,Genuine
38.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Cadbury\000003.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Cadbury,Genuine
39.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Cadbury\000004.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Cadbury,Genuine
40.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Chevrolet\000001.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Chevrolet,Genuine
41.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Chevrolet\000002.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Chevrolet,Genuine
42.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Chevrolet\000003.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Chevrolet,Genuine
43.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Chevrolet\000004.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Chevrolet,Genuine
44.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Chevrolet\000005.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Chevrolet,Genuine
45.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Chrome\000001.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Chrome,Genuine
46.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Chrome\000002.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Chrome,Genuine
47.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Chrome\000003.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Chrome,Genuine
48.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Chrome\000004.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Chrome,Genuine
49.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Chrome\000005.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Chrome,Genuine
50.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Coca Cola\000001.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Coca Cola,Genuine
51.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Coca Cola\000003.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Coca Cola,Genuine
52.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Coca Cola\000004.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Coca Cola,Genuine
53.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Coca Cola\000005.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Coca Cola,Genuine
54.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Cowbell\000001.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Cowbell,Genuine
55.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Cowbell\000002.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Cowbell,Genuine
56.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Cowbell\000003.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Cowbell,Genuine
57.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Dominos\000001.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Dominos,Genuine
58.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Dominos\000002.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Dominos,Genuine
59.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Dominos\000003.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Dominos,Genuine
60.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Dominos\000004.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Dominos,Genuine
61.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Fila\000001.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Fila,Genuine
62.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Fila\000002.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Fila,Genuine
63.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Fila\000003.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Fila,Genuine
64.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Fila\000004.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Fila,Genuine
65.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Fila\000005.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Fila,Genuine
66.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Gillette\000001.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Gillette,Genuine
67.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Gillette\000002.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Gillette,Genuine
68.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Gillette\000003.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Gillette,Genuine
69.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Gillette\000004.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Gillette,Genuine
70.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Gillette\000005.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Gillette,Genuine
71.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Google\000001.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Google,Genuine
72.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Google\000002.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Google,Genuine
73.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Google\000003.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Google,Genuine
74.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Google\000004.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Google,Genuine
75.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Google\000005.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Google,Genuine
76.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Goya oil\000001.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Goya oil,Genuine
77.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Goya oil\000002.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Goya oil,Genuine
78.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Goya oil\000003.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Goya oil,Genuine
79.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Guinness\000001.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Guinness,Genuine
80.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Guinness\000002.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Guinness,Genuine
81.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Guinness\000003.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Guinness,Genuine
82.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Guinness\000004.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Guinness,Genuine
83.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Guinness\000005.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Guinness,Genuine
84.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Heinz\000001.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Heinz,Genuine
85.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Heinz\000002.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Heinz,Genuine
86.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Heinz\000003.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Heinz,Genuine
87.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Heinz\000004.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Heinz,Genuine
88.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Heinz\000005.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Heinz,Genuine
89.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Honda\000001.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Honda,Genuine
90.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Honda\000002.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Honda,Genuine
91.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Honda\000003.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Honda,Genuine
92.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Honda\000004.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Honda,Genuine
93.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Hp\000001.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Hp,Genuine
94.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Hp\000002.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Hp,Genuine
95.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Hp\000003.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Hp,Genuine
96.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Hp\000004.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Hp,Genuine
97.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Hp\000005.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Hp,Genuine
98.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Huawei\000001.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Huawei,Genuine
99.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Huawei\000002.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Huawei,Genuine
100.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Huawei\000003.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Huawei,Genuine
101.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Huawei\000004.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Huawei,Genuine
102.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Huawei\000005.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Huawei,Genuine
103.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Instagram\000001.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Instagram,Genuine
104.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Instagram\000002.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Instagram,Genuine
105.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Instagram\000003.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Instagram,Genuine
106.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Instagram\000004.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Instagram,Genuine
107.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Instagram\000005.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Instagram,Genuine
108.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Kfc\000001.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Kfc,Genuine
109.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Kfc\000002.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Kfc,Genuine
110.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Kfc\000003.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Kfc,Genuine
111.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Kfc\000004.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Kfc,Genuine
112.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Kfc\000005.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Kfc,Genuine
113.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Krisspy Kreme\000001.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Krisspy Kreme,Genuine
114.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Krisspy Kreme\000002.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Krisspy Kreme,Genuine
115.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Krisspy Kreme\000003.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Krisspy Kreme,Genuine
116.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Krisspy Kreme\000004.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Krisspy Kreme,Genuine
117.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Krisspy Kreme\000005.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Krisspy Kreme,Genuine
118.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Lays\000001.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Lays,Genuine
119.0,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Lays\000002.jpg,E:\LiveProject\Deep_Learning\logo-data-scraping-processing-main\logo-data-scraping-processing-main\Lays,Genuine
